ID	TE	count	mean
Bc_PSC1	DNA/MULE-MuDR#MuDR-4_LSal	1	78
Bc_PSC1	LINE/L2#Kiri-1_DRh	3	83.67
Bc_PSC1	DNA/RC#Pr_Helitron1	1	149
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-6200	87	438.54
Bc_PSC1	LTR/Gypsy#Gypsy-9_AC-I	1	74
Bc_PSC1	LINE/L2#rnd-4_family-1933	162	842.88
Bc_PSC1	DNA/Sola-2#Sola2-3_AAe	1	34
Bc_PSC1	LTR/Juno-Vesta#Juno2_Av	6	116.17
Bc_PSC1	PLE/Penelope#rnd-1_family-364	168	115.04
Bc_PSC1	LTR/Unknown#ltr-1_family-27	10	105.8
Bc_PSC1	DNA/TcMar-Sagan#rnd-5_family-691	77	510.31
Bc_PSC1	LTR/Gypsy#Gypsy-1_DFi-I	2	64
Bc_PSC1	LTR/Gypsy#Gypsy-29_CT-I	5	101.8
Bc_PSC1	LINE/I-Jockey#rnd-5_family-70	97	295.08
Bc_PSC1	DNA/hAT-Charlie#hAT-13_HRo	1	47
Bc_PSC1	LINE/L2#Daphne-10_LMi	5	110.4
Bc_PSC1	DNA/RC#Helitron-N5_LMi	1	140
Bc_PSC1	DNA/MULE-MuDR#MuDR9x_AP	3	117
Bc_PSC1	LINE/L2#Kiri-37_AAe	2	82.5
Bc_PSC1	DNA/CMC-Transib#rnd-5_family-274	31	592.71
Bc_PSC1	LINE/RTE-BovB#rnd-1_family-216	286	150.63
Bc_PSC1	DNA/hAT-Charlie#hAT-N22_RPr	1	79
Bc_PSC1	LTR/Gypsy#Gypsy-50_CQ-I	2	173.5
Bc_PSC1	PLE/Penelope#Penelope-3_SIn	1	50
Bc_PSC1	LINE/L1-Tx1#Tx1-8_CQ	3	56
Bc_PSC1	LTR/Pao#BEL-598_AA-I	1	47
Bc_PSC1	LINE/I-Jockey#rnd-5_family-73	37	273.95
Bc_PSC1	SINE/tRNA-Meta#BivaMeta-SINE1_HyCu	4	73.75
Bc_PSC1	DNA/Sola-2#Sola2-1_HRo	1	42
Bc_PSC1	LTR/Copia#Copia-1_RP-LTR	1	60
Bc_PSC1	DNA/TcMar-Tc1#Tc8_Av	1	60
Bc_PSC1	LINE/L2#Kiri-11_AAe	1	67
Bc_PSC1	LTR/Gypsy#Gypsy-27_SI-LTR	1	64
Bc_PSC1	DNA/TcMar-Tc4#TC5A	1	52
Bc_PSC1	LTR/Gypsy#MDG1_I	1	151
Bc_PSC1	LTR/Gypsy#Gypsy-63_CGi-I	3	472
Bc_PSC1	LTR/Gypsy#ZAM_I	2	152
Bc_PSC1	DNA/TcMar-Mariner#Mariner-30_LSal	1	12
Bc_PSC1	DNA/RC#Helitron-2_RPr	2	65.5
Bc_PSC1	DNA/Maverick#Polinton-9_NVi	12	49
Bc_PSC1	DNA/RC#rnd-5_family-1031	39	1319.82
Bc_PSC1	LTR/Pao#BEL-605_AA-I	1	68
Bc_PSC1	LINE#rnd-1_family-886	64	138.06
Bc_PSC1	LTR/Gypsy#Gypsy-3_PBa-I	3	219.67
Bc_PSC1	LINE/I-Jockey#Jockey-4_HMM	2	56
Bc_PSC1	DNA/CMC-Transib#Transib-1_DRh	1	67
Bc_PSC1	LTR/Copia#Copia-14_DPu-I	1	106
Bc_PSC1	LINE/I#I-1_DVi	1	62
Bc_PSC1	LINE/CR1#rnd-1_family-160	260	172.89
Bc_PSC1	DNA/PIF-Harbinger#DNA3-13B_CGi	2	102.5
Bc_PSC1	DNA/TcMar-Tc1#rnd-4_family-2849	331	178.85
Bc_PSC1	LTR/Gypsy#Gypsy-22_RPr-I	1	424
Bc_PSC1	LINE/L1#L1-22_LSal	1	37
Bc_PSC1	LTR/Gypsy#Gypsy-5_DSim-I	1	102
Bc_PSC1	LINE/CR1-Zenon#CR1-1_LG	2	132
Bc_PSC1	LINE/CR1#rnd-1_family-640	28	100.79
Bc_PSC1	DNA/hAT#hAT17_Av	1	35
Bc_PSC1	LTR/Gypsy#Gypsy-14_Hmel_LTR	1	76
Bc_PSC1	DNA/TcMar-Mariner#Mariner-10_ACe	1	57
Bc_PSC1	LTR/Gypsy#Gypsy-17-I_NVi	1	121
Bc_PSC1	LTR/Gypsy#Gypsy-279_AA-I	1	60
Bc_PSC1	LINE/L2#Kiri-35_AAe	1	61
Bc_PSC1	DNA/CMC-Chapaev#Chapaev-N6_AAe	1	72
Bc_PSC1	DNA/Crypton-V#CryptonV-7_CFl	1	56
Bc_PSC1	LTR/Gypsy#Gypsy-84_CQ-I	1	48
Bc_PSC1	DNA/TcMar-Tc1#DNA-4_RPr	2	66.5
Bc_PSC1	DNA#DNA-TA-10_CQ	1	70
Bc_PSC1	LINE/CR1#CR1_Ele13	1	95
Bc_PSC1	LINE/L2#L2B-4B_AAe	1	85
Bc_PSC1	PLE/Penelope#Penelope-58_LMi	1	30
Bc_PSC1	LINE/L2#Kiri-1_DF	1	184
Bc_PSC1	DNA/TcMar-m44#Mariner-21N2_CGi	2	58
Bc_PSC1	PLE/Penelope-Athena#AthW2-2	15	58.93
Bc_PSC1	LINE/L1-Tx1#Tx1-6_CGi	1	63
Bc_PSC1	DNA/RC#Helitron-1_DPe	3	178.67
Bc_PSC1	LTR/Gypsy#Gypsy-134_AA-I	1	55
Bc_PSC1	LINE/RTE-X#RTEX-17_CGi	3	71.67
Bc_PSC1	DNA/RC#Helitron-N1_DEl	1	78
Bc_PSC1	LINE/L2#L2-8_Hmel	1	52
Bc_PSC1	LTR/Gypsy#Gypsy-6_AEc-I	1	92
Bc_PSC1	LTR/Gypsy#rnd-4_family-2904	44	905.23
Bc_PSC1	LINE/CR1#CR1-2_Hmel	1	121
Bc_PSC1	LINE/CR1#CR1-121_AAe	1	58
Bc_PSC1	DNA/Maverick#Polinton-1_DBi	1	43
Bc_PSC1	LINE/L2#Daphne-26B_LMi	1	64
Bc_PSC1	DNA/MULE-MuDR#MuDR2x_AP	1	103
Bc_PSC1	LTR/Gypsy#Gypsy37-I_AG	7	60.86
Bc_PSC1	DNA#DNA6-15_CGi	3	116.33
Bc_PSC1	DNA/RC#Heli2_Av_cons	2	93.5
Bc_PSC1	DNA/TcMar-Tc1#Mariner-17_AEc	2	65
Bc_PSC1	DNA/RC#Helitron1_AG	3	118
Bc_PSC1	DNA/hAT-Ac#hAT-4_DBp	1	63
Bc_PSC1	LINE/RTE-BovB#RTE-6_LMi	1	56
Bc_PSC1	LTR/Gypsy#Gypsy-32_DAn-I	1	75
Bc_PSC1	LINE/I#I-1_LHu	1	60
Bc_PSC1	DNA/Kolobok-E#Kolobok-1_AA	1	54
Bc_PSC1	LINE/L2#Daphne-13_LMi	2	65.5
Bc_PSC1	DNA/hAT-Tip100#hAT-1_TCa	2	73
Bc_PSC1	LTR/Gypsy#Gypsy-35_NVi-I	4	428.75
Bc_PSC1	DNA/TcMar-Tc4#MARINER50_CB	1	50
Bc_PSC1	PLE/Penelope#Penelope-6_HRo	4	70
Bc_PSC1	LINE/CR1#CR1-3_DAn	1	84
Bc_PSC1	LINE/L2#Daphne-42_LMi	2	151
Bc_PSC1	LINE/L2#Kiri-4_AAe	2	69.5
Bc_PSC1	DNA/RC#Helitron-N2d_CGi	1	81
Bc_PSC1	DNA/PiggyBac#piggyBac-1_LMi	1	51
Bc_PSC1	LTR/Gypsy#Gypsy-13_DBi-LTR	1	69
Bc_PSC1	LTR/Gypsy#Gypsy-30_LMi-I	2	224.5
Bc_PSC1	LINE/L2#Daphne-30_LMi	1	71
Bc_PSC1	DNA/CMC-Transib#Transib-1_DAn	1	161
Bc_PSC1	LTR/Gypsy#Gypsy-83_CGi-LTR	2	123
Bc_PSC1	LTR/Gypsy#IDEFIX_I	1	167
Bc_PSC1	DNA#DNA3-18B_CGi	6	49.17
Bc_PSC1	LTR/Pao#BEL-5_DEu-LTR	1	39
Bc_PSC1	DNA/TcMar-Tc1#rnd-1_family-55	563	469
Bc_PSC1	DNA/TcMar-Pogo#POGO	3	86
Bc_PSC1	LINE/CR1#CR1-106_AAe	1	51
Bc_PSC1	LTR/Gypsy#Gypsy-38_CQ-I	1	54
Bc_PSC1	DNA/hAT-Tip100#DNA8-83_AP	2	44.5
Bc_PSC1	PLE/Penelope#Penelope-4_LMi	1	52
Bc_PSC1	LINE/CR1#rnd-1_family-227	62	149.87
Bc_PSC1	PLE/Penelope-Athena#AthW1	4	60
Bc_PSC1	PLE/Penelope-Athena#AthJ-W	9	66.67
Bc_PSC1	DNA/CMC-Transib#Transib1_NVi	1	38
Bc_PSC1	LTR/Gypsy#Gypsy-1_CGi-LTR	1	204
Bc_PSC1	LTR/Gypsy#Gypsy-601_AA-I	1	238
Bc_PSC1	DNA/Merlin#Merlin-N2_RPr	1	142
Bc_PSC1	LINE/L1-Tx1#Tx1-14_LMi	3	88
Bc_PSC1	LINE/I-Jockey#Jockey-4_DRh	1	47
Bc_PSC1	DNA/TcMar-Tc4#Mariner3-4N1_LMi	2	56
Bc_PSC1	DNA/PIF-ISL2EU#ISL2EU-14_CGi	2	44
Bc_PSC1	LINE/I#I-50_AAe	1	67
Bc_PSC1	DNA/P#P-30_LSal	1	68
Bc_PSC1	PLE/Penelope#Penelope-2_PBa	2	81
Bc_PSC1	LINE/R1-LOA#Loa-1_LSal	1	156
Bc_PSC1	DNA/RC#Helitron-N35_CGi	2	50.5
Bc_PSC1	DNA/RC#Helitron-N36_CGi	1	46
Bc_PSC1	LTR/Gypsy#Gypsy-18B_PBa-I	1	81
Bc_PSC1	LTR/Gypsy#rnd-4_family-558	85	681.82
Bc_PSC1	DNA/hAT-Tip100#hAT-5_HRo	3	31.67
Bc_PSC1	LTR/Gypsy#Gypsy-211_AA-I	1	48
Bc_PSC1	LTR/Gypsy#ROVER-I_DM	1	44
Bc_PSC1	PLE/Penelope#Penelope-1_LMi	1	65
Bc_PSC1	LTR/Copia#Copia-8_LMi-I	3	78.33
Bc_PSC1	LTR/Gypsy#Gypsy-13_CFl-I	4	66.75
Bc_PSC1	DNA/hAT-Tip100#hAT-17_LMi	1	48
Bc_PSC1	LTR/Gypsy#Gypsy-81_AA-I	1	40
Bc_PSC1	LINE/L2#Kiri-9_AAe	1	68
Bc_PSC1	LTR/Gypsy#Gypsy-207_AA-I	1	82
Bc_PSC1	LTR/Copia#Copia-11_DPu-I	1	42
Bc_PSC1	LTR/Gypsy#Gypsy-260_AA-LTR	7	87
Bc_PSC1	LINE/R2-NeSL#NeSL-2_CBre	1	96
Bc_PSC1	LTR/Gypsy#Gypsy-3_LVa-I	1	40
Bc_PSC1	DNA/TcMar-Tc1#Tc1_Ele13	1	66
Bc_PSC1	LINE/CR1#CR1_Ele29	2	102.5
Bc_PSC1	LINE/RTE-BovB#RTE-42_LMi	1	44
Bc_PSC1	LTR/Gypsy#Gypsy-21_DEl-LTR	1	53
Bc_PSC1	DNA/TcMar-Mariner#Mariner-N30_RPr	1	47
Bc_PSC1	DNA/Maverick#rnd-1_family-1029	43	275.02
Bc_PSC1	LTR/Gypsy#ltr-1_family-22	198	268.32
Bc_PSC1	LTR/Gypsy#Gypsy-172_AA-I	5	59.8
Bc_PSC1	DNA/TcMar-Tc1#rnd-1_family-327	66	260.47
Bc_PSC1	LINE/I#I-67_AAe	1	42
Bc_PSC1	DNA/hAT-Ac#AeHerves2	1	53
Bc_PSC1	DNA#Clu-137B_AG	1	48
Bc_PSC1	LINE/CR1#rnd-1_family-627	95	147.26
Bc_PSC1	DNA/Maverick#rnd-4_family-130	63	892.06
Bc_PSC1	LINE/I-Jockey#Jockey-5_DEl	1	63
Bc_PSC1	DNA/RC#Helitron-N26_CGi	1	169
Bc_PSC1	DNA#DNA8-12_CB	4	95.25
Bc_PSC1	LINE/L2#Daphne-51_LMi	1	73
Bc_PSC1	LINE/L2#Kiri-1_AAe	2	85
Bc_PSC1	LTR/Gypsy#rnd-4_family-1377	37	425.32
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-375	28	462.54
Bc_PSC1	DNA/Merlin#Merlin-1_Aplcal	3	100.67
Bc_PSC1	LTR/Gypsy#Gypsy-29_CGi-I	1	38
Bc_PSC1	DNA/hAT#hAT4_Av	2	83.5
Bc_PSC1	LTR/Gypsy#Gypsy-145_AA-I	1	76
Bc_PSC1	DNA/CMC-Transib#Transib-3_DBi	2	41.5
Bc_PSC1	PLE/Penelope#Penelope3_Av	1	106
Bc_PSC1	LTR/Gypsy#Gypsy-29_DPu-I	3	65
Bc_PSC1	DNA/hAT-Tip100#hAT-N22_LSal	1	84
Bc_PSC1	LTR/Gypsy#Gypsy5-I_AP	2	61.5
Bc_PSC1	LINE/CR1#rnd-1_family-580	47	147.62
Bc_PSC1	DNA/RC#HELITRON9A_CB	1	45
Bc_PSC1	LTR/Juno-Vesta#Juno4a_Av	3	98
Bc_PSC1	LTR/Copia#Copia-4_MMa-I	1	33
Bc_PSC1	LINE/I-Jockey#Jockey-3_CQ	2	37
Bc_PSC1	DNA/hAT-Ac#hAT-N10_LSal	1	48
Bc_PSC1	LTR/Gypsy#Gypsy-54_CGi-I	1	650
Bc_PSC1	LTR/Pao#BEL-19_DWil-I	1	70
Bc_PSC1	DNA/Zator#Zator1_Av	1	67
Bc_PSC1	DNA/RC#HELITRON9D_CB	1	43
Bc_PSC1	LTR/Gypsy#Gypsy-11_DWil-I	1	384
Bc_PSC1	LINE/CR1#CR1-3_DK	1	124
Bc_PSC1	LTR/Gypsy#Gypsy-83_CQ-I	1	44
Bc_PSC1	DNA/hAT-Charlie#hAT-2_LMi	1	44
Bc_PSC1	LINE/L2#Daphne-58_LMi	1	54
Bc_PSC1	PLE/Penelope#Penelope-3_CQ	1	51
Bc_PSC1	DNA/RC#Heli3_Av	1	39
Bc_PSC1	LTR/Gypsy#Gypsy3-I_AG	1	56
Bc_PSC1	DNA/MULE-MuDR#MuDR-4_CGi	1	112
Bc_PSC1	LINE/Proto2#rnd-5_family-1430	39	618.31
Bc_PSC1	DNA#DNA5-1_LMi	2	49.5
Bc_PSC1	LTR/Gypsy#Gypsy15-I_AG	2	292
Bc_PSC1	LTR/Gypsy#Gypsy-9_DTa-I	1	101
Bc_PSC1	PLE/Penelope#Penelope-2_SIn	1	42
Bc_PSC1	LINE/L2#Daphne-7_HMM	1	54
Bc_PSC1	LINE/I-Jockey#Jockey-1_DGri	1	33
Bc_PSC1	LINE/L2#Crack-30_AAe	1	43
Bc_PSC1	DNA/hAT-Ac#hAT-N16B_LSal	1	97
Bc_PSC1	LINE/L2#Daphne-56_LMi	1	50
Bc_PSC1	LTR/Pao#BEL-2_LSal-I	1	58
Bc_PSC1	DNA/P#P-1_Aplcal	1	42
Bc_PSC1	DNA/hAT-Ac#hAT-1_DSi	2	68.5
Bc_PSC1	LTR/Gypsy#Gypsy-16_LG-I	2	103
Bc_PSC1	LINE/CR1#CR1-102_AAe	1	26
Bc_PSC1	DNA/Sola-1#Sola1-1_BM	1	56
Bc_PSC1	DNA/hAT-Ac#Hoana7	1	56
Bc_PSC1	LINE/Proto2#rnd-1_family-1131	27	208.3
Bc_PSC1	LTR/Copia#Copia-2_MMa-I	1	37
Bc_PSC1	LINE/R1-LOA#Baggins-1_NVi	1	53
Bc_PSC1	PLE/Penelope#rnd-5_family-555	103	272.82
Bc_PSC1	LTR/Pao#CER7-I_CE	7	69.29
Bc_PSC1	DNA/MULE-MuDR#MULE3_Av	6	135.83
Bc_PSC1	LINE/L2#Kiri-3_DTa	2	67.5
Bc_PSC1	LTR/Gypsy#Gypsy-25_DPse-I	1	378
Bc_PSC1	DNA/TcMar-Mariner#Mariner-29_HSal	1	48
Bc_PSC1	LINE/RTE-BovB#rnd-1_family-908	84	122.99
Bc_PSC1	DNA/TcMar-Mariner#Mariner-2_HSal	1	165
Bc_PSC1	PLE/Penelope#Penelope-120_LMi	1	108
Bc_PSC1	LTR/Unknown#ltr-1_family-38	7	181.86
Bc_PSC1	LTR/Copia#Copia-26_DPu-I	2	76
Bc_PSC1	LTR/Gypsy#Gypsy19-I_Dya	2	64.5
Bc_PSC1	LINE/R2#R2Ll	1	59
Bc_PSC1	DNA/PiggyBac#piggyBac-4_CGi	1	735
Bc_PSC1	DNA/hAT-Ac#Howilli1	2	78.5
Bc_PSC1	LTR/Gypsy#Gypsy-4_CGi-I	1	182
Bc_PSC1	DNA/TcMar-Tc1#MINOS	2	69
Bc_PSC1	SINE/tRNA-V#BivaV-SINE1_MiYe	6	33.5
Bc_PSC1	LTR/Gypsy#Gypsy-7_DFi-I	3	63
Bc_PSC1	LTR/Gypsy#Gypsy-22_DPu-I	1	50
Bc_PSC1	LTR/Unknown#ltr-1_family-15	79	174.28
Bc_PSC1	LTR/Gypsy#Gypsy17-I_AG	1	74
Bc_PSC1	DNA/hAT-Ac#Mariner-25_RPr	1	65
Bc_PSC1	LINE/RTE-X#RTEX-21_CGi	1	85
Bc_PSC1	LINE/R2-NeSL#NeSL-4_CRem	1	36
Bc_PSC1	DNA/CMC-EnSpm#EnSpm-2_NVi	3	105.33
Bc_PSC1	LTR/Gypsy#Gypsy-15_CGi-I	5	904.4
Bc_PSC1	LINE/L2#L2B-3_PBa	2	139.5
Bc_PSC1	LTR/Gypsy#Gypsy-18B_PBa-LTR	1	46
Bc_PSC1	LTR/Gypsy#Gypsy-26-I_NVi	3	69
Bc_PSC1	DNA/CMC-Chapaev-3#EnSpm-3_RPr	2	53.5
Bc_PSC1	DNA/RC#rnd-1_family-380	16	76.38
Bc_PSC1	LINE/CR1#CR1-11_CTe	1	74
Bc_PSC1	DNA/P#P3_Av	4	62.25
Bc_PSC1	LINE/CR1#rnd-4_family-1977	47	236.02
Bc_PSC1	LTR/Gypsy#Gypsy-28_DYa-I	1	38
Bc_PSC1	DNA/TcMar-Tc1#Mariner40_CB	2	55.5
Bc_PSC1	LINE/CR1#CR1-122_AAe	1	46
Bc_PSC1	PLE/Penelope-Athena#AthK-V	5	62.8
Bc_PSC1	LTR/Gypsy#Gypsy-63_LMi-I	1	54
Bc_PSC1	LTR/Gypsy#rnd-5_family-704	40	960.45
Bc_PSC1	LTR/Gypsy#Gypsy-142_AA-LTR	1	37
Bc_PSC1	LINE/I-Jockey#Ag-Jock-1	11	72.45
Bc_PSC1	LINE/CR1#CR1-26_CQ	1	65
Bc_PSC1	DNA/hAT-hAT19#rnd-1_family-695	67	225.76
Bc_PSC1	LINE/I#I-1_DEl	1	82
Bc_PSC1	DNA/RC#Helitron-N3_CGi	22	142.41
Bc_PSC1	LTR/Gypsy#Gypsy-28_DWil-I	1	61
Bc_PSC1	LTR/Gypsy#Gypsy-274_AA-I	1	118
Bc_PSC1	LINE/I#rnd-5_family-1593	61	797.72
Bc_PSC1	PLE/Penelope-Athena#AthV-L1	3	54.67
Bc_PSC1	LINE/I-Jockey#Ag-Jen-11	5	67.8
Bc_PSC1	LINE/I#I-3_RPr	1	55
Bc_PSC1	LINE/CR1-Zenon#CR1-6_CGi	6	125.83
Bc_PSC1	DNA/Ginger-2#rnd-5_family-2602	75	393.6
Bc_PSC1	DNA/TcMar-Tc1#Tc20_Av	1	52
Bc_PSC1	LINE/I#I-1_BM	1	45
Bc_PSC1	LTR/Gypsy#Gypsy1-I_DV	2	72.5
Bc_PSC1	LINE/L1-Tx1#L1-1_CQ	1	70
Bc_PSC1	DNA/RC#HELITRON13_CB	2	57
Bc_PSC1	LINE/CR1#rnd-1_family-100	285	162.68
Bc_PSC1	DNA/PiggyBac#piggyBac-N1_LMi	1	86
Bc_PSC1	DNA/RC#Helitron-7_DRh	1	90
Bc_PSC1	DNA/hAT-Tip100#hAT-27_LMi	1	71
Bc_PSC1	DNA/hAT-hobo#hAT-1N_DW	1	85
Bc_PSC1	LTR/Gypsy#Gypsy-60_DWil-I	2	81.5
Bc_PSC1	DNA/RC#Helitron-like-6a_Hmel	1	40
Bc_PSC1	LINE/L2#Daphne-21_LMi	2	80
Bc_PSC1	LINE/I#Nimb-16_LMi	1	49
Bc_PSC1	LTR/Gypsy#Gypsy-33_DAn-I	1	58
Bc_PSC1	LINE/R2-Hero#HERO-5_HR	1	55
Bc_PSC1	LTR/Gypsy#Gypsy-17_DBi-I	1	119
Bc_PSC1	LINE/R1#R1_DMo	1	32
Bc_PSC1	DNA/MULE-MuDR#MuDR5_Av	1	34
Bc_PSC1	LTR/Pao#BEL-15_DP-I	1	68
Bc_PSC1	LINE/Dong-R4#DongAG	1	85
Bc_PSC1	DNA/RC#Helentron_Av	11	339.36
Bc_PSC1	DNA#DNA4-3_AP	1	122
Bc_PSC1	DNA/TcMar-m44#Mariner-40_LMi	2	65.5
Bc_PSC1	LINE/R1-LOA#LOA_Ele6C_AAe	1	86
Bc_PSC1	PLE/Penelope#Penelope6_Av	1	56
Bc_PSC1	LINE/I#Nimb-1_CTe	1	57
Bc_PSC1	LINE/CR1#CR1-15_CTe	3	40.67
Bc_PSC1	DNA/Sola-2#Sola2-N2_LMi	1	81
Bc_PSC1	DNA/hAT-Ac#HAT6_CB	5	133.4
Bc_PSC1	LINE/L2#L2B-3B_AAe	1	61
Bc_PSC1	DNA/TcMar-Tc4#Mariner3-1_HSal	1	48
Bc_PSC1	LINE/I-Jockey#Jockey-4_DYa	1	54
Bc_PSC1	LTR/Gypsy#Gypsy-53_DEl-I	1	62
Bc_PSC1	LINE/L2#Crack-12_AAe	1	34
Bc_PSC1	DNA/IS3EU#IS3EU-N1_CGi	2	40
Bc_PSC1	LINE/I-Jockey#Jockey-2_DF	2	66.5
Bc_PSC1	DNA/TcMar-Tc1#Mariner-10_SIn	1	74
Bc_PSC1	DNA/TcMar-Tc1#Mariner15_CB	1	65
Bc_PSC1	LTR/Gypsy#Gypsy-14_DAn-I	14	76.14
Bc_PSC1	LINE/L2#Daphne-1B_LMi	3	77
Bc_PSC1	LINE/I-Jockey#Ag-Jock-12	1	68
Bc_PSC1	DNA#DNA-18_CGi	1	68
Bc_PSC1	LINE/I#I-49_AAe	1	36
Bc_PSC1	DNA/Maverick#rnd-5_family-5834	24	922.75
Bc_PSC1	LTR/Gypsy#Gypsy-5_CFl-LTR	1	68
Bc_PSC1	LINE/RTE-BovB#RTE-45_LMi	1	35
Bc_PSC1	LTR/Gypsy#Gypsy-20_PBa-I	1	50
Bc_PSC1	LTR/Pao#BEL-3_DBp-I	1	45
Bc_PSC1	PLE/Penelope#rnd-5_family-755	37	752.03
Bc_PSC1	LINE/L1#L1_Ele5	1	125
Bc_PSC1	LTR/Gypsy#Gypsy-45_AA-I	2	69
Bc_PSC1	LINE/Tad1#rnd-5_family-5656	49	615.69
Bc_PSC1	DNA/RC#rnd-1_family-319	27	78.59
Bc_PSC1	LTR/Gypsy#Gypsy-58_CQ-I	1	77
Bc_PSC1	LTR/Juno-Vesta#Vesta1b_Av	3	84.33
Bc_PSC1	LINE/L2#Daphne-29_HRo	1	63
Bc_PSC1	LTR/Gypsy#Gypsy-11_DVir-I	2	69.5
Bc_PSC1	LINE/L1#L1-29_LSal	1	64
Bc_PSC1	LINE/CR1#CR1-1_IS	1	194
Bc_PSC1	DNA/TcMar-Tc1#rnd-1_family-250	220	443.98
Bc_PSC1	LINE/L2#Crack-1_CP	1	121
Bc_PSC1	DNA/PIF-Spy#DNA-24_CGi	1	26
Bc_PSC1	LTR/Gypsy#ltr-1_family-12	35	934.77
Bc_PSC1	LINE/CR1-Zenon#CR1-10_CGi	6	206.67
Bc_PSC1	LTR/Gypsy#Gypsy-588_AA-I	3	56.67
Bc_PSC1	LINE/L1#rnd-4_family-2500	113	252.97
Bc_PSC1	LTR/Pao#BEL-12_DPu-I	1	40
Bc_PSC1	LTR/Gypsy#Gypsy-106_AA-I	1	108
Bc_PSC1	LTR/Pao#BEL-636_AA-I	1	31
Bc_PSC1	LTR/Gypsy#Gypsy54-I_AG	1	115
Bc_PSC1	LTR/Gypsy#Gypsy-93_AA-I	1	37
Bc_PSC1	DNA/CMC-Transib#Transib-5_DAn	1	282
Bc_PSC1	LTR/Pao#BEL-21_DAn-I	2	55
Bc_PSC1	LINE/I-Jockey#Jockey-1_DVi	1	60
Bc_PSC1	LINE/CR1#rnd-1_family-1062	9	109.89
Bc_PSC1	LTR/DIRS#DIRS-3_DPu	1	46
Bc_PSC1	DNA/RC#Helitron-2_CGi	4	127.5
Bc_PSC1	LINE/RTE-BovB#AviRTE_LLo	1	34
Bc_PSC1	DNA/PIF-Spy#ISL2EU-4_CFl	6	119.83
Bc_PSC1	DNA/Sola-2#Sola2-5_AAe	2	47.5
Bc_PSC1	DNA/hAT-hobo#hAT-2_DF	1	60
Bc_PSC1	LTR/Pao#BEL-190_AA-I	1	35
Bc_PSC1	DNA#DNA4-16_CGi	1	79
Bc_PSC1	LINE/CR1#rnd-1_family-220	126	224.83
Bc_PSC1	DNA/Maverick#Polinton-4_PBa	4	48.5
Bc_PSC1	DNA/hAT#DNA8-101_AP	1	66
Bc_PSC1	DNA#DNA-3_CQ	1	72
Bc_PSC1	DNA/TcMar-Tc1#rnd-1_family-346	44	179.3
Bc_PSC1	LTR/Gypsy#Gypsy-16_LVa	1	41
Bc_PSC1	DNA/RC#Helitron-2_DF	1	79
Bc_PSC1	DNA/TcMar-m44#Mariner-44_LMi	1	50
Bc_PSC1	DNA/RC#HelitronY1_CE	2	129
Bc_PSC1	LTR/Gypsy#Gypsy-19-I_NVi	1	173
Bc_PSC1	LINE/I#I-8_DBp	1	63
Bc_PSC1	DNA/hAT-Tip100#rnd-1_family-827	71	196.65
Bc_PSC1	LTR/Gypsy#ltr-1_family-14	20	1291
Bc_PSC1	LTR/Pao#BEL-10_CGi-I	1	77
Bc_PSC1	LTR/Gypsy#Gypsy-67_CGi-I	1	48
Bc_PSC1	DNA/TcMar-Pogo#pogo12_Av	22	92.23
Bc_PSC1	DNA/Maverick#Polinton-1_DAn	1	39
Bc_PSC1	LTR/Gypsy#Invader4_I	2	64.5
Bc_PSC1	LINE/L2#rnd-1_family-527	132	207.61
Bc_PSC1	DNA/Zator#Zator-1_DPu	1	47
Bc_PSC1	LTR/Gypsy#Gypsy-203_AA-I	1	65
Bc_PSC1	LINE/Dong-R4#Dong-2_HMM	1	59
Bc_PSC1	LINE/I-Jockey#FW_DM	2	86
Bc_PSC1	DNA/RC#Helitron-6_DRh	1	165
Bc_PSC1	DNA/hAT-Tip100#hAT-6_RPr	3	83
Bc_PSC1	LINE/Proto2#Proto2-1_CS1	1	133
Bc_PSC1	LTR/Gypsy#Gypsy-17_DAn-I	3	131.67
Bc_PSC1	DNA/RC#Helitron-3_NVi	3	72.33
Bc_PSC1	DNA/hAT-Tip100#hAT-2_HRo	3	117.33
Bc_PSC1	LTR/Gypsy#Gypsy-6_DEu-I	1	55
Bc_PSC1	DNA/RC#Helitron1_CE	4	163.5
Bc_PSC1	LINE/R1#R1-2_LMi	1	30
Bc_PSC1	LINE/L2#L2B-6_AAe	1	48
Bc_PSC1	DNA/Academ-1#Academ-6_LMi	1	81
Bc_PSC1	LTR/Gypsy#Gypsy-200_AA-I	1	48
Bc_PSC1	DNA/MULE-MuDR#MuDR-5_LSal	2	63.5
Bc_PSC1	DNA/hAT-Ac#DNA-TA-1_PPo	1	70
Bc_PSC1	DNA/CMC-Transib#TRANSIB3_AG	1	50
Bc_PSC1	LINE/L2#Kiri-5_CQ	1	55
Bc_PSC1	LTR/Juno-Vesta#Juno4b_Av	2	431
Bc_PSC1	LTR/Copia#Copia-6_DAn-I	1	47
Bc_PSC1	DNA/CMC-Transib#Transib-4_DF	1	77
Bc_PSC1	LTR/Gypsy#rnd-5_family-719	59	474.95
Bc_PSC1	LINE/I#I-8_LMi	1	104
Bc_PSC1	LTR/Gypsy#Gypsy-167_AA-LTR	1	95
Bc_PSC1	LTR/Gypsy#Gypsy-293_AA-I	2	71.5
